iter	Logloss
584	0.1450075131
585	0.1449890876
586	0.1449685247
587	0.1449478293
588	0.1449444746
589	0.1449241795
590	0.1448999083
591	0.1448763814
592	0.1448394565
593	0.144836705
594	0.1448247614
595	0.1447768564
596	0.1447451429
597	0.1447151231
598	0.1446871851
599	0.1446664433
600	0.1446221694
601	0.1445796315
602	0.1445448192
603	0.1445191495
604	0.144497869
605	0.1444737894
606	0.1444446998
607	0.1444278518
608	0.1443990973
609	0.1443812757
610	0.144340466
611	0.1443073918
612	0.144284915
613	0.1442639232
614	0.1442077987
615	0.1441848606
616	0.1441686582
617	0.1441236002
618	0.1440773078
619	0.1440276772
620	0.144016546
621	0.1439791054
622	0.1439655214
623	0.143937612
624	0.1438991706
625	0.1438387802
626	0.1438157103
627	0.1437322984
628	0.1437169149
629	0.143699209
630	0.1436762117
631	0.1436522369
632	0.1436344948
633	0.1436194402
634	0.1435793117
635	0.1435590596
636	0.1435283839
637	0.1434925582
638	0.1434657046
639	0.1434223942
640	0.1433694946
641	0.1433153851
642	0.1432921373
643	0.1432820042
644	0.1432356759
645	0.1431981183
646	0.1431583759
647	0.1431211189
648	0.1431006954
649	0.1430691405
650	0.1430335438
651	0.143005484
652	0.1429903248
653	0.1429560074
654	0.1429418502
655	0.1429097811
656	0.1428680328
657	0.142851382
658	0.142828148
659	0.1428163086
660	0.142784737
661	0.1427608509
662	0.1427274513
663	0.1426886072
664	0.1426595639
665	0.1426464115
666	0.1426109663
667	0.1425743029
668	0.1425428012
669	0.1425325892
670	0.1425038143
671	0.1424563637
672	0.1424538671
673	0.14241236
674	0.1423854975
675	0.1423513343
676	0.1423069578
677	0.142277672
678	0.1422434444
679	0.1422078804
680	0.1421151203
681	0.1420931846
682	0.1420533339
683	0.1420384138
684	0.1419940536
685	0.14198003
686	0.141947639
687	0.1419164306
688	0.141889576
689	0.1418716327
690	0.1418474493
691	0.1418183071
692	0.1417919668
693	0.1417547741
694	0.1417222705
695	0.1417006741
696	0.1416880941
697	0.1416858476
698	0.1416334582
699	0.1416026672
700	0.1415747031
701	0.1415485141
702	0.1415067677
703	0.1414685953
704	0.1414474966
705	0.1414002952
706	0.1413757288
707	0.141330444
708	0.1412890997
709	0.1412632553
710	0.1411634823
711	0.1411413563
712	0.1411317881
713	0.14110245
714	0.141052463
715	0.141034266
716	0.1409777357
717	0.1409710497
718	0.1409420272
719	0.1409143266
720	0.1408979425
721	0.1408791636
722	0.1408673444
723	0.1408475337
724	0.140831417
725	0.1408145978
726	0.1407984971
727	0.1407801491
728	0.1407698853
729	0.1407677004
730	0.1406294508
731	0.1406213175
732	0.1405952481
733	0.1405864496
734	0.1405606146
735	0.1405329351
736	0.140530963
737	0.1405179125
738	0.1404871319
739	0.1404610237
740	0.140459069
741	0.1404138624
742	0.1403893146
743	0.1403709378
744	0.1403439713
745	0.1403158013
746	0.1402931931
747	0.1402713099
748	0.1402391987
749	0.1402174086
750	0.1402012341
751	0.1401769259
752	0.1401532076
753	0.1401278652
754	0.140111236
755	0.1400911164
756	0.1400546425
757	0.1400331942
758	0.1400255158
759	0.1400041747
760	0.1399764315
761	0.1399364727
762	0.1399077411
763	0.139857053
764	0.1398297174
765	0.1398040438
766	0.1397875827
767	0.1397596936
768	0.1397402364
769	0.1397288174
770	0.1397119386
771	0.1396807142
772	0.1396487583
773	0.1396193339
774	0.1396012561
775	0.1395652494
776	0.1395298651
777	0.1395154326
778	0.1394823467
779	0.1394492678
780	0.1394238664
781	0.1393967045
782	0.1393700212
783	0.1393455475
784	0.1393064147
785	0.1392822882
786	0.1392625582
787	0.1392517527
788	0.1392394882
789	0.1392015271
790	0.1391821171
791	0.1391803283
792	0.1391677885
793	0.1391317062
794	0.1391027852
795	0.1390816039
796	0.1390567222
797	0.138983837
798	0.1389509277
799	0.1389162022
800	0.1389084538
801	0.138900133
802	0.1388756135
803	0.1388668299
804	0.1388468562
805	0.1388328979
806	0.1388152797
807	0.1387941835
808	0.1387515324
809	0.1387372587
810	0.1387355737
811	0.1387093445
812	0.1386788891
813	0.1386437118
814	0.1386326921
815	0.1386016292
816	0.1385761769
817	0.1385526865
818	0.1385387389
819	0.1384958694
820	0.1384538823
821	0.1384381304
822	0.1384096516
823	0.1383870076
824	0.1383853399
825	0.1383742744
826	0.1383515948
827	0.1382539409
828	0.1382360942
829	0.1382035419
830	0.1381861626
831	0.138157994
832	0.1381180856
833	0.1380996104
834	0.1380639612
835	0.1380273515
836	0.1380009489
837	0.1379805637
838	0.1379690032
839	0.1379414405
840	0.1379157842
841	0.137878337
842	0.1378566942
843	0.1378337485
844	0.1378124152
845	0.1377685301
846	0.1377523237
847	0.1377212814
848	0.1377013998
849	0.1376677431
850	0.1376496046
851	0.1376262911
852	0.1376047227
853	0.1375984413
854	0.1375760207
855	0.1375681032
856	0.1375549997
857	0.1375231567
858	0.1374980491
859	0.1374577616
860	0.1374430103
861	0.1374046085
862	0.1373720245
863	0.137350639
864	0.1373294119
865	0.1373029672
866	0.1372853064
867	0.1372737257
868	0.1372576557
869	0.137223442
870	0.137197994
871	0.1371704167
872	0.1371331387
873	0.1371171891
874	0.1370741374
875	0.137052019
876	0.1370417243
877	0.1370161116
878	0.1369775032
879	0.1369478428
880	0.1369214017
881	0.136908951
882	0.136899583
883	0.1368749328
884	0.1368565233
885	0.136837783
886	0.1367982719
887	0.1367815414
888	0.1367674995
889	0.1367430568
890	0.13673016
891	0.1367178982
892	0.1366936703
893	0.1366769613
894	0.1366344813
895	0.1366149479
896	0.1365920144
897	0.1365743775
898	0.1365293192
899	0.1365156386
900	0.1364934891
901	0.1364743648
902	0.1364470203
903	0.1364376519
904	0.1364246302
905	0.1364112386
906	0.1363914026
907	0.1363632731
908	0.136351109
909	0.136339713
910	0.1362845314
911	0.1362541968
912	0.1362146144
913	0.1362022914
914	0.1361841375
915	0.1361630747
916	0.136131065
917	0.1360904068
918	0.1360723766
919	0.13604371
920	0.136024867
921	0.1360018834
922	0.1359900306
923	0.135973353
924	0.1359630782
925	0.1359287977
926	0.1359064193
927	0.1358838697
928	0.1358631747
929	0.1358361917
930	0.13582943
931	0.1358069426
932	0.1357939588
933	0.1357716271
934	0.13572338
935	0.1357110119
936	0.1356994832
937	0.1356823289
938	0.1356558842
939	0.1356287013
940	0.1356010472
941	0.1355880691
942	0.135569929
943	0.1355467434
944	0.1355128607
945	0.1354879324
946	0.1354716424
947	0.1354454005
948	0.1354200509
949	0.1353930313
950	0.1353700865
951	0.1353335702
952	0.1353159355
953	0.1352735031
954	0.1352509661
955	0.13522475
956	0.1351942885
957	0.1351720743
958	0.135159075
959	0.1351404291
960	0.1351256557
961	0.1351032782
962	0.1350634239
963	0.135033207
964	0.1350112795
965	0.1349917851
966	0.1349804301
967	0.1349684272
968	0.1349477647
969	0.1349364115
970	0.1349140742
971	0.1348899975
972	0.1348791071
973	0.1348522718
974	0.1348131235
975	0.134780298
976	0.1347526895
977	0.1347326924
978	0.134697686
979	0.1346727116
980	0.1346331782
981	0.1346097171
982	0.1345833013
983	0.1345709687
984	0.1345170815
985	0.1344989432
986	0.1344159923
987	0.1343997783
988	0.1343595199
989	0.1343274713
990	0.1342971595
991	0.1342674074
992	0.1342419547
993	0.1342153553
994	0.1341869947
995	0.1341591598
996	0.1341295472
997	0.1341215701
998	0.1341107879
999	0.1340740656
